Depth	GRDE	CODE	LSDU	BRDU	CADE	DENL	DENB	DEPO	ADEN	VL2F	VL4F	VL6F	VL2A	SPOR	LSN	SSN	RPOR	FE1	FE2	M	A	VM	FC
190.21	35.52	1.39	8766.05	33467.75	100.92	1.37	1.31	76.24	1.38	2321.53	2338.37	2316.85	2281.54	56.41	83.04	1828.43	96.43	1332.99	1306.74	5.2	13.4	27	54.4
190.2	34.86	1.39	8724.92	33385.15	100.85	1.37	1.32	76.17	1.37	2327.04	2341.03	2315.09	2281.54	56.49	80.48	1844.29	102.93	1330.6	1305.55	5.2	13.4	27	54.4
190.19	34.2	1.39	8703.5	33351.66	100.78	1.37	1.32	76.12	1.38	2327.04	2341.03	2322.17	2288.67	56.22	80.48	1844.29	102.93	1312.57	1235.09	5.2	13.4	27	54.4
190.18	32.79	1.4	8658.96	33429.8	100.86	1.37	1.32	76.05	1.39	2327.04	2346.33	2320.39	2298.97	56	84.37	1883.97	98.65	1312.57	1263.61	5.2	13.4	27	54.4
190.17	33.37	1.4	8699.22	33530.25	100.95	1.37	1.31	75.96	1.4	2332.43	2343.63	2327.52	2295.49	55.81	84.63	1872.51	97.18	1315.98	1222.2	5.2	13.4	27	54.4
190.16	34.12	1.4	8653.82	33541.41	100.96	1.37	1.31	75.85	1.4	2332.43	2346.29	2327.52	2299.03	55.81	83.31	1846.94	97.5	1261.88	1207.08	5.2	13.4	27	54.4
190.15	36.52	1.4	8651.25	33329.34	100.98	1.38	1.32	75.75	1.4	2332.43	2343.63	2334.64	2295.54	55.66	82.34	1863.69	100.86	1243.55	1177.85	5.2	13.4	27	54.4
190.14	36.43	1.4	8617.83	33128.43	101.02	1.38	1.34	75.64	1.4	2332.43	2343.63	2334.64	2288.41	55.66	83.66	1837.24	96.02	1260.34	1178.89	5.2	13.4	27	54.4
190.13	35.69	1.4	8597.27	33150.76	101.02	1.38	1.34	75.54	1.4	2332.43	2335.74	2338.21	2299.19	55.7	86.22	1869.86	94.11	1219.16	1115.02	5.2	13.4	27	54.4
190.12	38.5	1.41	8523.59	33092.71	100.94	1.38	1.34	75.43	1.4	2332.43	2333.08	2336.4	2302.68	55.77	95.59	1898.07	82.08	1218.02	1123.93	5.2	13.4	27	54.4
190.11	39.33	1.41	8439.63	32936.46	100.95	1.38	1.35	75.29	1.41	2326.91	2327.78	2339.97	2306.27	55.7	94.26	1939.51	86.66	1201.94	1082.71	5.2	13.4	27	54.4
190.1	40.58	1.41	8400.22	33052.54	100.95	1.39	1.35	75.13	1.41	2321.4	2327.78	2336.38	2302.84	55.77	86.49	1966.84	101.64	1200.84	1051.24	5.2	13.4	27	54.4
190.09	43.06	1.41	8372.81	33139.6	100.96	1.39	1.34	74.94	1.41	2315.89	2325.15	2338.18	2295.92	55.77	83.84	1956.26	106.08	1159.75	1029.42	5.2	13.4	27	54.4
190.08	40.82	1.42	8306.84	33099.42	100.99	1.39	1.34	74.73	1.42	2321.4	2333.05	2338.18	2299.63	55.77	86.58	1956.26	100.57	1158.73	1012.84	5.2	13.4	27	54.4
190.07	42.07	1.42	8267.43	33101.65	101.03	1.4	1.34	74.53	1.41	2332.56	2327.81	2339.98	2310.41	55.83	80.22	1956.26	114.36	1118.03	988.99	5.2	13.4	27	54.4
190.06	38.92	1.42	8196.32	33237.82	100.98	1.4	1.33	74.32	1.42	2343.72	2333.11	2338.19	2314.06	55.95	82.95	1967.72	109.06	1088.13	959.48	5.2	13.4	27	54.4
190.05	39.66	1.43	8126.07	33070.4	101.03	1.4	1.34	74.16	1.43	2349.23	2327.87	2338.19	2335.48	55.91	85.25	1965.95	104.01	1050.75	932.34	5.2	13.4	27	54.4
190.04	41.73	1.43	8061.81	33021.29	101.01	1.41	1.35	74.01	1.43	2360.4	2330.5	2336.39	2356.89	56.02	86.58	1976.53	102.29	1004.72	910.93	5.2	13.4	27	54.4
190.03	44.14	1.43	7976.14	32827.08	100.95	1.41	1.36	73.88	1.44	2360.4	2327.84	2332.83	2349.53	56.25	90.64	1999.45	96.72	969.3	866.68	5.2	13.4	27	54.4
190.02	47.7	1.43	7947.01	32579.29	100.98	1.41	1.38	73.75	1.44	2354.75	2330.44	2331.03	2331.83	56.11	90.73	1975.65	94.73	957.28	835.33	5.2	13.4	27	54.4
190.01	47.78	1.44	7917.88	32427.5	101.02	1.41	1.39	73.62	1.44	2349.1	2327.78	2332.81	2314.12	56	82.78	1954.49	108.21	941.78	806.72	5.2	13.4	27	54.4
190	50.02	1.44	7918.74	32338.2	100.97	1.41	1.4	73.54	1.44	2349.1	2327.78	2341.9	2306.76	55.74	86.75	1952.73	99.94	930.08	781.97	5.2	13.4	27	54.4
189.99	55.15	1.44	7946.16	32335.97	100.98	1.41	1.4	73.53	1.45	2349.1	2330.18	2347.34	2303.05	55.55	85.43	1954.49	102.65	921.9	757.62	5.2	13.4	27	54.4
189.98	57.22	1.44	7923.02	32440.89	100.94	1.41	1.39	73.54	1.45	2349.1	2335.53	2360.06	2306.71	55.17	93.38	1935.98	87.68	934.24	765.99	5.2	13.4	27	54.4
189.97	59.79	1.44	7930.74	32646.26	100.89	1.41	1.38	73.56	1.45	2360.53	2343.52	2363.68	2317.16	55.1	93.2	1934.22	87.82	922.91	748.17	5.2	13.4	27	54.4
189.96	64.26	1.44	7922.17	32757.88	100.87	1.41	1.37	73.57	1.46	2360.53	2335.71	2374.7	2313.78	54.87	94.44	1910.41	84.43	915.63	741.63	5.2	13.4	27	54.4
189.95	68.23	1.44	7966.72	32831.54	100.88	1.41	1.36	73.57	1.47	2366.18	2338.31	2372.86	2306.65	54.95	91.52	1882.2	86.59	918.27	749.22	5.2	13.4	27	54.4
189.94	69.64	1.44	8057.53	32728.86	100.94	1.41	1.37	73.56	1.47	2360.53	2328.11	2378.43	2295.86	54.69	95.59	1849.58	78.95	916.68	734.6	5.2	13.4	27	54.4
189.93	71.79	1.44	8066.1	32483.3	100.96	1.41	1.39	73.47	1.47	2366.18	2325.42	2384.1	2285.08	54.42	92.67	1849.58	82.71	892.78	730.35	5.2	13.4	27	54.4
189.92	73.61	1.44	8078.95	32132.83	101.03	1.42	1.42	73.27	1.47	2343.85	2317.43	2393.39	2288.67	54.16	95.23	1809.91	76.88	864.03	718.74	4.7	21.3	28.8	45.2
189.91	75.44	1.45	8015.55	32045.77	101.03	1.42	1.42	73.01	1.48	2343.85	2336.07	2395.28	2298.97	54.01	96.56	1799.33	74.69	841.15	701.96	4.7	21.3	28.8	45.2
189.9	76.43	1.45	7986.42	32090.42	100.97	1.42	1.42	72.66	1.48	2327.3	2344.06	2398.98	2288.67	53.86	101.68	1780.82	68.3	783.78	664.37	4.7	21.3	28.8	45.2
189.89	78.58	1.46	7924.74	31880.58	100.95	1.43	1.43	72.23	1.48	2332.95	2368.3	2402.39	2278.37	53.76	103.01	1772.88	66.64	725.42	625.69	4.7	21.3	28.8	45.2
189.88	78.42	1.47	7791.95	31918.53	100.95	1.44	1.43	71.62	1.48	2321.79	2370.99	2410.16	2268.07	53.57	108.4	1749.96	60.95	668.64	565.13	4.7	21.3	28.8	45.2
189.87	83.97	1.48	7603.47	32364.99	101	1.45	1.4	70.88	1.48	2332.69	2387.25	2415.91	2264.48	53.27	101.59	1769.36	67.76	619.01	518.38	4.7	21.3	28.8	45.2
189.86	88.6	1.49	7398.71	32541.34	101.03	1.46	1.38	70.06	1.48	2321.79	2384.49	2414.03	2271.61	53.16	92.23	1781.7	78.76	571.17	482.41	4.7	21.3	28.8	45.2
189.85	92.99	1.51	7159.68	32878.42	101.03	1.48	1.36	69.15	1.47	2327.17	2398.43	2421.61	2281.91	52.89	88.25	1773.77	83.6	530.51	446.38	4.7	21.3	28.8	45.2
189.84	96.14	1.53	6940.36	33126.21	101.01	1.49	1.34	68.1	1.46	2321.53	2401.28	2420.09	2292.21	52.92	84.28	1780.82	90.32	505.9	415.02	4.7	21.3	28.8	45.2
189.83	99.78	1.55	6651.64	33333.82	101.02	1.51	1.32	66.89	1.46	2327.04	2421.03	2412.32	2302.51	52.96	81.81	1810.79	97.26	472.94	397.39	4.7	21.3	28.8	45.2
189.82	103.01	1.57	6347.5	33351.68	100.91	1.53	1.32	65.66	1.45	2327.04	2426.7	2406.57	2306.11	53.19	84.81	1775.53	89.02	454.86	373.63	4.7	21.3	28.8	45.2
189.81	104.34	1.59	6088.77	33251.22	100.94	1.55	1.33	64.45	1.42	2343.59	2437.91	2412.28	2321.06	53.04	82.42	1746.44	90.71	431.13	354.76	4.7	21.3	28.8	45.2
189.8	112.04	1.61	5799.19	33132.91	100.95	1.57	1.34	63.21	1.41	2372.54	2432.24	2408.45	2335.56	53.15	86.66	1784.35	86.75	419.37	338.69	4.7	21.3	28.8	45.2
189.79	114.77	1.63	5485.63	33313.73	100.99	1.59	1.32	62.01	1.42	2395.97	2441.01	2416.16	2361.54	52.96	85.6	1766.71	87.07	407.88	330.99	4.7	21.3	28.8	45.2
189.78	114.44	1.65	5185.78	33742.33	100.94	1.61	1.29	60.78	1.42	2419.41	2429.52	2412.37	2403.73	53.04	78.89	1745.56	97.19	399.8	319	4.7	21.3	28.8	45.2
189.77	130.67	1.67	4970.74	33675.36	100.95	1.63	1.3	59.63	1.43	2442.84	2435.33	2418.12	2430.55	52.81	79.24	1772.88	98.95	393.25	312.89	4.7	21.3	28.8	45.2
189.76	137.71	1.68	4807.96	33715.54	100.91	1.65	1.29	58.62	1.44	2466.86	2435.33	2416.2	2454.88	52.92	78.27	1767.6	100.48	380.81	310.18	4.7	21.3	28.8	45.2
189.75	144.83	1.7	4635.76	33449.9	100.97	1.67	1.31	57.69	1.47	2473.09	2441.01	2420.03	2474.33	52.74	82.25	1740.27	90.51	366.34	301.73	4.7	21.3	28.8	45.2
189.74	149.05	1.71	4503.82	33219.97	100.98	1.68	1.33	56.88	1.51	2485.71	2444	2416.14	2482.31	52.81	87.81	1724.4	80.71	352.41	284.93	4.7	21.3	28.8	45.2
189.73	157.42	1.72	4333.33	32271.24	101.02	1.7	1.4	56.23	1.56	2511.61	2452.56	2423.79	2482.31	52.74	99.47	1742.03	68.3	331.29	273.09	4.7	21.3	28.8	45.2
189.72	167.6	1.73	4210.82	31284.56	101	1.71	1.48	55.76	1.61	2537.51	2446.75	2419.93	2499.07	52.89	95.41	1757.9	73.46	298.88	260.88	1.4	81.2		
189.71	175.96	1.74	4162.84	29987.58	101	1.72	1.58	55.35	1.68	2550.45	2455.51	2421.85	2490.69	52.89	96.38	1771.12	73.18	271.78	235.98	1.4	81.2		
189.7	177.79	1.74	4098.59	28543.28	101	1.73	1.68	55.1	1.75	2563.4	2455.51	2416.14	2494.77	53.11	94.62	1809.03	77.56	236.88	211.8	1.4	81.2		
189.69	184.08	1.74	4047.19	26835.56	100.9	1.73	1.81	54.93	1.82	2569.29	2449.56	2420.03	2498.86	53.11	91.97	1798.45	80.21	201.97	191.55	1.4	81.2		
189.68	193.02	1.75	4034.33	25197.04	100.89	1.74	1.93	54.82	1.88	2583.29	2452.49	2408.65	2494.71	53.37	97	1815.2	75.15	171.21	163.61	1.4	81.2		
189.67	198.07	1.75	4029.19	24007.21	100.95	1.74	2.01	54.82	1.94	2583.29	2458.29	2406.75	2499.08	53.52	99.65	1839.89	73.69	143.04	138.34	1.4	81.2		
189.66	205.03	1.74	3989.79	23129.92	100.97	1.74	2.07	54.9	2	2596.92	2461.29	2401.04	2520.57	53.67	98.15	1855.76	76.3	125.47	116.93	1.4	81.2		
189.65	214.3	1.74	4020.63	22522.73	100.94	1.74	2.11	55	2.05	2617.65	2467.09	2402.93	2528.94	53.79	100.36	1863.69	74.31	110.66	101.02	1.4	81.2		
189.64	222.09	1.74	4023.2	22118.68	100.97	1.74	2.14	55.16	2.08	2639.04	2470.05	2399.04	2537.32	53.9	108.4	1886.61	67.7	98.35	86.49	3	52	20.4	24.6
189.63	226.56	1.74	3997.5	22178.95	100.97	1.74	2.14	55.39	2.1	2618.31	2467.13	2406.57	2550	53.94	103.01	1911.3	74.22	91.62	79.53	3	52	20.4	24.6
189.62	229.46	1.73	4001.78	22076.26	100.98	1.74	2.15	55.63	2.1	2618.31	2464.21	2404.68	2541.33	53.86	93.73	1898.07	84.56	88.52	73.03	3	52	20.4	24.6
189.61	229.37	1.73	4041.19	22013.76	101.03	1.74	2.15	55.89	2.09	2591.74	2449.6	2412.32	2523.99	53.82	96.56	1898.07	80.84	84.48	69.24	3	52	20.4	24.6
189.6	230.45	1.72	4046.33	22297.26	101	1.73	2.13	56.2	2.07	2558.06	2449.6	2410.43	2515.62	53.79	96.82	1922.76	82.09	84.23	68	3	52	20.4	24.6
189.59	225.73	1.72	4097.73	22687.92	101.05	1.73	2.1	56.44	2.06	2524.39	2437.98	2408.52	2499.13	53.86	98.15	1913.94	79.87	87.9	68.8	3	52	20.4	24.6
189.58	226.06	1.71	4166.27	22935.7	101.03	1.73	2.09	56.71	2.03	2505.22	2443.86	2408.52	2470.51	53.71	103.71	1920.11	73.98	92.63	70.08	3	52	20.4	24.6
189.57	225.65	1.71	4188.55	23364.31	101.03	1.72	2.06	57.02	1.98	2485.54	2438.12	2414.22	2458.05	53.64	98.24	1950.97	82.1	99.52	75.17	3	52	20.4	24.6
189.56	214.72	1.7	4236.52	23926.85	100.95	1.72	2.02	57.28	1.93	2485.54	2446.78	2412.29	2437.94	53.6	101.95	1914.82	75.56	111.7	81.29	4.8	13.4	27	54.8
189.55	207.84	1.7	4269.08	24386.7	100.99	1.71	1.99	57.49	1.87	2467.31	2440.97	2418	2418.17	53.52	99.12	1883.97	76.89	128.63	92.24	4.8	13.4	27	54.8
189.54	200.56	1.7	4285.36	25543.04	100.95	1.7	1.9	57.73	1.82	2449.08	2449.63	2416.1	2399.02	53.45	106.98	1879.56	68.61	150.23	104.06	4.8	13.4	27	54.8
189.53	195.67	1.69	4365.89	26886.89	101	1.7	1.8	57.92	1.76	2431.29	2440.87	2416.1	2384.06	53.45	97.71	1873.39	77.89	174.02	125.19	4.8	13.4	27	54.8
189.52	186.56	1.69	4439.57	28353.52	100.97	1.69	1.7	58.06	1.72	2407.28	2440.87	2412.28	2353.65	53.52	98.94	1886.61	77.25	210.55	145.86	4.8	13.4	27	54.8
189.51	177.87	1.69	4468.7	29708.54	101	1.68	1.6	58.22	1.68	2389.04	2426.6	2404.69	2338.69	53.56	99.21	1889.26	77.1	253.02	178.35	4.8	13.4	27	54.8
189.5	168.35	1.69	4521.81	31012.21	100.96	1.68	1.5	58.4	1.63	2383.26	2423.75	2402.77	2327.57	53.56	96.74	1894.55	80.39	291.24	211.58	4.8	13.4	27	54.8
189.49	162.63	1.68	4635.76	31233.21	101.02	1.67	1.48	58.68	1.58	2377.47	2404	2400.89	2327.57	53.64	95.59	1868.98	80.19	343.66	249.65	4.8	13.4	27	54.8
189.48	155.26	1.67	4730.86	31536.8	100.96	1.65	1.46	59.13	1.53	2366.31	2392.79	2402.81	2331.22	53.67	95.68	1879.56	80.76	402.1	299.13	4.8	13.4	27	54.8
189.47	144.17	1.67	4827.67	31891.74	100.98	1.64	1.43	59.7	1.49	2349.77	2384.43	2400.92	2327.68	53.71	94.09	1876.03	82.6	454.5	347.2	4.8	13.4	27	54.8
189.46	138.62	1.65	4964.74	32496.69	100.98	1.63	1.39	60.32	1.47	2332.82	2378.95	2406.58	2320.54	53.6	102.57	1874.27	72.59	497.08	391.64	4.8	13.4	27	54.8
189.45	129.43	1.64	5107.82	32940.93	100.98	1.61	1.35	61.14	1.46	2327.17	2365.17	2404.68	2313.41	53.64	103.01	1902.48	73.72	571.11	447.75	4.8	13.4	27	54.8
189.44	115.76	1.63	5367.4	33440.96	100.96	1.59	1.31	62.06	1.45	2310.63	2357.19	2408.47	2302.62	53.6	108.4	1900.72	68.42	601.63	505.53	4.8	13.4	27	54.8
189.43	106.57	1.61	5684.39	34014.66	100.98	1.57	1.27	63.02	1.44	2316.14	2343.88	2404.65	2281.54	53.67	106.01	1913.94	71.34	648.01	537.77	4.8	13.4	27	54.8
189.42	98.04	1.59	5972.25	34057.08	100.95	1.55	1.27	64.03	1.43	2321.53	2333.17	2406.54	2261.39	53.79	107.51	1906.89	69.54	663.5	577.89	4.8	13.4	27	54.8
189.41	94.73	1.58	6236.13	33882.96	101	1.53	1.28	65.14	1.42	2327.04	2325.18	2397.17	2254.47	54.12	107.6	1922.76	70.29	689.67	607.07	4.8	13.4	27	54.8
189.4	89.35	1.56	6559.11	33874.04	101.04	1.51	1.28	66.32	1.41	2321.53	2314.71	2391.55	2240.84	54.31	104.86	1907.77	72.13	702.38	624.61	4.8	13.4	27	54.8
189.39	85.29	1.54	6825.56	34153.07	100.96	1.49	1.26	67.54	1.41	2326.91	2320.01	2378.53	2240.84	54.65	99.3	1896.31	77.43	711.3	626.32	4.8	13.4	27	54.8
189.38	81.65	1.52	7098	33764.65	100.97	1.47	1.29	68.69	1.41	2321.4	2317.43	2369.24	2261.56	54.95	100.62	1910.41	76.76	709.92	634.8	4.8	13.4	27	54.8
189.37	77.09	1.5	7321.6	33746.8	101.05	1.46	1.29	69.68	1.42	2326.91	2320.06	2359.94	2281.71	55.25	104.78	1908.65	72.27	721.63	638.37	4.8	13.4	27	54.8
189.36	73.86	1.49	7606.89	33766.89	100.99	1.44	1.29	70.58	1.42	2316.01	2320.06	2359.94	2295.76	55.47	96.56	1891.9	80.44	738.69	638.37	4.8	13.4	27	54.8
189.35	68.4	1.47	7865.62	33639.64	100.96	1.43	1.3	71.4	1.43	2321.53	2325.24	2354.45	2309.39	55.62	88.43	1863.69	89.95	723.29	654.47	4.8	13.4	27	54.8
189.34	70.14	1.46	8078.09	33358.37	100.99	1.42	1.32	72.06	1.43	2310.88	2312.23	2356.27	2316.52	55.81	83.22	1872.51	99.88	733.5	648.31	4.8	13.4	27	54.8
189.33	65.17	1.45	8187.75	33463.29	101.05	1.41	1.31	72.67	1.43	2316.39	2312.23	2350.86	2309.65	55.96	77.92	1857.52	109.98	744.17	665.13	4.8	13.4	27	54.8
189.32	61.11	1.44	8257.15	33454.36	100.96	1.4	1.31	73.2	1.43	2310.88	2296.87	2347.25	2309.65	56	73.85	1849.58	119.79	751.44	673.88	4.8	13.4	27	54.8
189.31	60.2	1.43	8335.11	33351.67	100.91	1.4	1.32	73.7	1.44	2316.26	2291.69	2340.01	2302.51	56.15	74.03	1885.73	123.45	744.37	681.68	4.8	13.4	27	54.8
189.3	55.89	1.43	8416.5	33385.16	100.94	1.39	1.32	74.09	1.43	2310.75	2281.46	2332.88	2306.05	56.49	72.71	1868.98	125.49	754.7	668.66	4.8	13.4	27	54.8
189.29	55.73	1.42	8437.92	33298.09	101.02	1.39	1.33	74.35	1.43	2326.91	2289.18	2331.07	2298.92	56.6	80.48	1907.77	108.93	770.76	693.31	4.8	13.4	27	54.8
189.28	56.23	1.42	8487.61	33262.38	100.98	1.39	1.33	74.52	1.43	2321.4	2296.72	2329.29	2295.38	56.66	95.06	1886.61	82.02	764.28	677.06	4.8	13.4	27	54.8
189.27	56.72	1.42	8508.17	33199.88	100.98	1.38	1.33	74.65	1.42	2326.91	2312.08	2331.09	2288.46	56.58	93.64	1870.74	82.83	775.52	676.42	4.8	13.4	27	54.8
189.26	54.82	1.42	8559.57	33226.66	101.04	1.38	1.33	74.76	1.41	2326.91	2322.54	2332.88	2281.54	56.51	84.19	1860.16	96.97	782.58	689.38	4.8	13.4	27	54.8
189.25	51.59	1.41	8540.73	33092.72	101.05	1.38	1.34	74.85	1.41	2332.43	2332.78	2340.01	2267.7	56.43	88.17	1876.91	91.38	795.19	700.37	4.8	13.4	27	54.8
189.24	49.6	1.41	8488.46	33465.52	100.98	1.38	1.31	74.92	1.41	2326.91	2335.41	2332.88	2267.7	56.55	85.34	1850.47	94.09	790.12	693.29	4.8	13.4	27	54.8
189.23	49.35	1.41	8464.48	33688.75	100.99	1.38	1.29	74.95	1.4	2332.43	2335.68	2334.66	2267.7	56.67	93.38	1819.61	79.79	789.41	708.87	4.8	13.4	27	54.8
189.22	46.21	1.41	8444.77	33737.86	100.98	1.39	1.29	74.91	1.4	2338.07	2335.68	2324.05	2278.16	57.01	97.27	1810.79	74.58	791.61	708.23	4.8	13.4	27	54.8
189.21	45.71	1.42	8447.34	33766.88	100.94	1.39	1.29	74.82	1.4	2338.07	2330.38	2322.26	2278.16	57.16	94.62	1805.5	77.34	798.25	718.77	4.8	13.4	27	54.8
189.2	43.89	1.42	8450.77	33757.95	100.95	1.39	1.29	74.67	1.4	2327.17	2335.68	2311.65	2281.54	57.27	94.17	1779.94	76.26	799.8	714.8	4.8	13.4	27	54.8
189.19	44.22	1.42	8400.22	33465.52	100.95	1.39	1.31	74.5	1.4	2327.17	2335.68	2315.19	2271.24	57.2	95.41	1779.94	74.81	805.61	721.21	4.8	13.4	27	54.8
189.18	42.98	1.42	8297.41	33190.95	100.96	1.4	1.33	74.31	1.4	2321.66	2335.68	2314.83	2274.78	57.09	94.26	1744.67	73.95	829.84	725.23	4.8	13.4	27	54.8
189.17	44.88	1.43	8196.32	33150.77	101.01	1.4	1.34	74.1	1.4	2310.5	2333.05	2323.64	2282.03	57.02	83.75	1750.85	88.82	832.83	741.45	4.8	13.4	27	54.8
189.16	44.8	1.43	8077.23	33012.37	101.02	1.41	1.35	73.85	1.41	2321.66	2338.34	2323.64	2292.48	56.91	86.4	1774.65	86.43	840.53	731.59	4.8	13.4	27	54.8
189.15	44.3	1.44	7955.58	32947.63	100.97	1.41	1.35	73.53	1.41	2332.56	2327.87	2330.66	2317.66	56.87	92.05	1771.12	78.29	838.22	750.39	4.8	13.4	27	54.8
189.14	43.06	1.44	7847.63	32873.96	101.06	1.42	1.36	73.13	1.41	2355.43	2327.87	2328.88	2342.46	56.83	93.64	1755.25	75.33	851.29	753.72	4.8	13.4	27	54.8
189.13	41.32	1.45	7736.26	32853.87	101.03	1.43	1.36	72.69	1.41	2366.59	2320.06	2331.03	2346.05	56.86	100.53	1766.71	68.63	840.25	769.43	4.8	13.4	27	54.8
189.12	41.32	1.46	7619.74	32905.21	101	1.44	1.36	72.28	1.41	2377.75	2325.36	2325.7	2335.27	56.9	90.99	1782.58	80.42	829.33	756.44	4.8	13.4	27	54.8
189.11	41.4	1.46	7501.51	33070.41	101.05	1.44	1.34	71.92	1.41	2372.11	2320.06	2325.7	2328.24	56.94	87.02	1787.87	86.47	812.12	757.81	4.8	13.4	27	54.8
189.1	41.32	1.47	7324.17	33206.58	101.07	1.45	1.33	71.61	1.41	2372.11	2325.24	2325.7	2309.98	56.82	85.87	1772.88	87.12	794.01	747.08	4.8	13.4	27	54.8
189.09	41.32	1.47	7143.4	33211.04	101	1.46	1.33	71.34	1.41	2354.75	2317.43	2325.7	2295.49	56.86	93.03	1766.71	76.8	748.5	719.77	4.8	13.4	27	54.8
189.08	42.81	1.48	7054.3	33034.69	100.94	1.46	1.35	71.13	1.42	2354.75	2327.9	2323.91	2288.35	56.64	91.61	1749.96	77.46	699.54	674.85	4.8	13.4	27	54.8
189.07	42.15	1.48	7022.6	33039.15	101.03	1.46	1.35	70.95	1.42	2354.75	2325.24	2323.91	2288.35	56.6	87.46	1763.19	83.99	647.3	641.58	4.8	13.4	27	54.8
189.06	42.98	1.48	7021.75	32894.05	100.94	1.47	1.36	70.84	1.43	2360.4	2327.87	2320.38	2306.33	56.52	94.09	1765.83	75.47	591.82	587.81	4.8	13.4	27	54.8
189.05	44.14	1.48	6978.91	32266.77	100.94	1.47	1.4	70.76	1.45	2371.83	2333.16	2313.36	2317.12	56.64	89.93	1750.85	79.68	528.41	526.17	4.8	13.4	27	54.8
189.04	46.7	1.48	7006.33	31996.66	100.97	1.47	1.43	70.76	1.48	2377.47	2346.32	2315.13	2327.9	56.52	94.62	1754.37	74.15	481.89	489.67	3.4	46.7	23.6	26.3
189.03	46.95	1.48	7011.47	31706.46	100.99	1.47	1.45	70.86	1.5	2383.26	2338.43	2311.6	2342.4	56.56	92.85	1773.77	77.47	433.55	437.49	3.4	46.7	23.6	26.3
189.02	48.11	1.48	7056.87	31041.23	100.96	1.47	1.5	71.01	1.53	2383.26	2333.19	2315.13	2342.4	56.45	90.02	1801.98	83.08	391.23	390.88	3.4	46.7	23.6	26.3
189.01	49.85	1.48	7099.71	30221.97	101.01	1.47	1.56	71.21	1.55	2389.04	2322.84	2318.67	2338.69	56.45	92.58	1814.32	80.46	355.17	354.35	3.4	46.7	23.6	26.3
189	49.77	1.47	7103.99	30117.06	101.02	1.46	1.57	71.43	1.57	2377.61	2314.95	2327.48	2327.9	56.15	96.38	1817.85	76.02	316.67	317.9	3.4	46.7	23.6	26.3
188.99	47.61	1.47	7156.25	29538.89	100.97	1.46	1.61	71.69	1.6	2371.96	2312.26	2322.19	2320.66	56.19	95.06	1791.4	75.93	282.49	281.07	3.4	46.7	23.6	26.3
188.98	44.88	1.46	7205.09	29268.78	101.03	1.46	1.63	71.94	1.62	2354.47	2309.68	2327.52	2309.7	56.15	85.16	1798.45	90.24	259.68	259.24	4.6	13.4	29.6	52.4
188.97	47.53	1.46	7257.35	29014.29	100.96	1.45	1.65	72.19	1.61	2348.83	2314.92	2327.52	2313.24	56	94.17	1801.98	77.65	241.82	237.2	4.6	13.4	29.6	52.4
188.96	47.86	1.45	7349.02	29090.19	100.96	1.45	1.64	72.44	1.62	2326.5	2325.27	2329.3	2313.24	55.89	98.33	1759.66	70.44	227.63	218.58	4.6	13.4	29.6	52.4
188.95	46.54	1.45	7418.41	28985.28	101.04	1.45	1.65	72.7	1.62	2326.5	2330.5	2327.52	2320.38	55.85	92.76	1747.32	75.88	221.82	204.39	4.6	13.4	29.6	52.4
188.94	48.44	1.45	7516.08	29387.09	101.04	1.44	1.62	72.98	1.6	2315.6	2325.21	2336.39	2316.84	55.7	90.2	1751.73	79.39	218.45	198.6	4.6	13.4	29.6	52.4
188.93	49.02	1.44	7552.92	29681.76	101.03	1.44	1.6	73.26	1.58	2321.65	2338.37	2331.07	2316.84	55.81	86.22	1773.77	86.63	215.02	193.32	4.6	13.4	29.6	52.4
188.92	50.1	1.44	7578.62	30009.91	101.03	1.44	1.57	73.51	1.56	2305.49	2333.14	2329.29	2306.38	55.92	86.4	1742.91	84.07	221.39	192.07	4.6	13.4	29.6	52.4
188.91	50.76	1.43	7616.32	30445.21	101.03	1.43	1.54	73.74	1.52	2316.39	2333.14	2320.49	2292.11	56.07	87.81	1758.78	83.16	217.55	192.81	4.6	13.4	29.6	52.4
188.9	52.17	1.43	7665.15	31043.46	100.96	1.43	1.5	73.91	1.49	2305.49	2327.9	2316.95	2292.11	56.3	91.44	1733.21	76.58	222.51	195.66	4.6	13.4	29.6	52.4
188.89	52.66	1.43	7717.41	31284.56	100.99	1.43	1.48	74.01	1.45	2305.49	2333.19	2313.36	2299.24	56.34	90.29	1709.41	76.45	227.43	199.43	4.6	13.4	29.6	52.4
188.88	55.48	1.43	7757.68	31818.08	100.97	1.43	1.44	74.04	1.42	2299.98	2322.61	2311.61	2288.78	56.49	90.2	1748.2	79.15	241.11	206.34	4.6	13.4	29.6	52.4
188.87	55.4	1.43	7758.53	32472.15	101.05	1.43	1.39	74.04	1.39	2305.24	2327.84	2311.61	2288.78	56.41	92.85	1749.96	75.94	246.54	215.17	4.6	13.4	29.6	52.4
188.86	56.72	1.43	7750.82	33139.61	101.01	1.43	1.34	74	1.37	2283.94	2325.21	2322.22	2281.97	56.3	93.2	1779.06	77.37	259.87	221.86	4.6	13.4	29.6	52.4
188.85	53.24	1.43	7732.83	33344.98	100.93	1.43	1.32	73.93	1.34	2283.94	2333.1	2325.76	2261.2	56.15	94.26	1824.9	79.01	266.15	230.66	4.6	13.4	29.6	52.4
