Depth	GRDE	CODE	LSDU	BRDU	CADE	DENL	DENB	DEPO	ADEN	VL2F	VL4F	VL6F	VL2A	SPOR	LSN	SSN	RPOR	FE1	FE2	M	A	VM	FC
2.282803314	2.352799743	0.334453751	3.221539422	4.318934807	2.006380459	0.33243846	0.350248018	1.471144965	0.348304863	3.469414029	3.435414316	3.426560056	3.447158031	1.62572391	2.265077378	3.428142896	1.723865964	1.637889817	1.499961866	2	62.1	15.4	20.5
2.282780668	2.347173836	0.334453751	3.221985097	4.338978727	2.005352136	0.33243846	0.336459734	1.471878199	0.340444115	3.471991007	3.439432175	3.426177686	3.451118367	1.625003601	2.258996253	3.420793805	1.722140125	1.749272408	1.595275712	2	62.1	15.4	20.5
2.282758021	2.337019753	0.334453751	3.221315108	4.356733544	2.004751156	0.33243846	0.322219295	1.471731651	0.33243846	3.471991007	3.44468171	3.427721369	3.454231844	1.621072371	2.263612401	3.42728482	1.724685388	1.857935265	1.706461738	2	62.1	15.4	20.5
2.282735373	2.329845166	0.334453751	3.218850478	4.370415931	2.003805074	0.33243846	0.311753861	1.472171147	0.324282455	3.473292771	3.44821611	3.428871497	3.455076422	1.617943435	2.255586049	3.424267312	1.731427587	1.965060521	1.818951312	2	62.1	15.4	20.5
2.282712723	2.331872498	0.334453751	3.212280848	4.385200564	2.003762021	0.33243846	0.298853076	1.471585054	0.31386722	3.470598635	3.449959482	3.430795593	3.45178797	1.616790486	2.248512732	3.420358481	1.735678726	2.065990289	1.940864976	2	62.1	15.4	20.5
2.282690072	2.331204524	0.334453751	3.215465715	4.394093941	2.004149342	0.33243846	0.292256071	1.472024698	0.303196057	3.468011878	3.454172326	3.431559957	3.45178797	1.614053106	2.240848658	3.411840164	1.734559822	2.159657411	2.050804948	2	62.1	15.4	20.5
2.28266742	2.329682569	0.334453751	3.213193575	4.401772289	2.004149342	0.33243846	0.285557309	1.471291711	0.294466226	3.465411109	3.455939121	3.433473805	3.45178797	1.611617111	2.243062865	3.407367107	1.725503269	2.238071206	2.167671716	2	62.1	15.4	20.5
2.282644767	2.337858429	0.334453751	3.215917663	4.412028558	2.0040633	0.33243846	0.274157849	1.470557485	0.28780173	3.464124253	3.458402133	3.434254246	3.45178797	1.610021025	2.213809845	3.399808661	1.754883228	2.303368877	2.265925748	2	62.1	15.4	20.5
2.282622113	2.316347829	0.334453751	3.215693069	4.419029698	2.004450353	0.33243846	0.269512944	1.47070443	0.283301229	3.460237634	3.459001749	3.437417582	3.450938504	1.608419051	2.165481743	3.400570798	1.822691011	2.363216987	2.349413527	2	62.1	15.4	20.5
2.282599457	2.31825121	0.334453751	3.214329805	4.427697687	2.00479411	0.33243846	0.260071388	1.472756449	0.281033367	3.459101353	3.4632433	3.438989861	3.453387149	1.606811147	2.174583089	3.393201286	1.799685091	2.385820687	2.414003455	2	62.1	15.4	20.5
2.282576801	2.33019048	0.334453751	3.216822787	4.431483259	2.004493338	0.330413773	0.255272505	1.475235223	0.283301229	3.457833471	3.462027941	3.441715554	3.456791009	1.605628222	2.182214865	3.390405156	1.785258633	2.397227181	2.462547729	2	62.1	15.4	20.5
2.282554143	2.328175661	0.33243846	3.218175632	4.431195965	2.004622266	0.330413773	0.255272505	1.480006943	0.28780173	3.457833471	3.465082311	3.442879387	3.460166892	1.606381365	2.157547426	3.384285298	1.8109714	2.386052849	2.469306445	2.4	84.8		
2.282531484	2.317729134	0.33243846	3.220197031	4.42504618	2.004579294	0.328379603	0.26245109	1.484869033	0.292256071	3.459139075	3.462658496	3.444847031	3.458606125	1.606811147	2.159958003	3.381750257	1.804071249	2.357515589	2.455469186	2.4	84.8		
2.282508824	2.320146286	0.330413773	3.231696363	4.410072008	2.004149342	0.328379603	0.276461804	1.491081413	0.298853076	3.463035493	3.463872095	3.445249151	3.455406793	1.605628222	2.166282067	3.37161639	1.781324456	2.291280029	2.417322197	2.4	84.8		
2.282486162	2.30952371	0.328379603	3.23647176	4.387590018	2.003977242	0.326335861	0.29666519	1.497482537	0.303196057	3.468254257	3.460809172	3.445249151	3.452182184	1.604442066	2.166282067	3.366708657	1.77458995	2.233909453	2.357439316	2.4	84.8		
2.2824635	2.323932409	0.326335861	3.244808837	4.368428217	2.004321374	0.324282455	0.31386722	1.504606771	0.311753861	3.473411053	3.460809172	3.446050721	3.449581754	1.599992178	2.165748682	3.358401273	1.763951826	2.142232992	2.267124775	2.4	84.8		
2.282440836	2.314962116	0.326335861	3.256919696	4.348077334	2.004321374	0.324282455	0.328379603	1.510679031	0.320146286	3.477296385	3.458935333	3.446836845	3.446964107	1.595826777	2.171989583	3.355202405	1.751048035	2.053078443	2.176641017	2.4	84.8		
2.282418171	2.316012304	0.324282455	3.269302751	4.335992566	2.004192356	0.322219295	0.336459734	1.517195898	0.330413773	3.479904829	3.459534214	3.447238679	3.449388908	1.59206567	2.17559878	3.365223958	1.759818877	1.952792443	2.07889162	2.4	84.8		
2.282395505	2.325802909	0.322219295	3.280368912	4.331180418	2.004321374	0.320146286	0.340444115	1.524525937	0.338456494	3.477373072	3.457707841	3.4464393	3.45521804	1.591064607	2.175076721	3.369332767	1.766115283	1.870930358	1.978682565	2.4	84.8		
2.282372837	2.330860015	0.320146286	3.28406058	4.326085865	2.004235366	0.320146286	0.344392274	1.530199698	0.346352974	3.474749332	3.457112499	3.447632394	3.460968466	1.589391023	2.192428055	3.369006083	1.742096402	1.79719827	1.875697762	2.4	84.8		
2.282350169	2.318605864	0.318063335	3.287718893	4.319121056	2.004020273	0.318063335	0.350248018	1.535926741	0.352182518	3.472109644	3.455914801	3.4464393	3.461798558	1.589391023	2.161547673	3.375021298	1.792531762	1.741230411	1.794766798	2.4	84.8		
2.282327499	2.332195995	0.318063335	3.291919141	4.312231746	2.004106323	0.315970345	0.354108439	1.542078146	0.352182518	3.468178898	3.452922095	3.447643239	3.46018345	1.589837943	2.16208624	3.372591685	1.788451207	1.695831773	1.727297203	2.4	84.8		
2.282304828	2.334212409	0.315970345	3.288868246	4.303210318	2.004149342	0.315970345	0.359835482	1.546295835	0.354108439	3.465498846	3.448812949	3.445671132	3.459380424	1.592731766	2.173535895	3.373564794	1.77400573	1.663889299	1.677241846	2.4	84.8		
2.282282156	2.340820737	0.315970345	3.295325147	4.297383813	2.003891166	0.315970345	0.36361198	1.54863506	0.352182518	3.464249531	3.447015311	3.446069381	3.452080981	1.593728999	2.168880342	3.373564794	1.780389328	1.638788667	1.641474111	1.6	64.2	15.3	18.9
2.282259483	2.337199605	0.31386722	3.293625483	4.299626479	2.004364371	0.315970345	0.361727836	1.550472957	0.352182518	3.464249531	3.446415995	3.444090098	3.444656751	1.59670703	2.17559878	3.374535728	1.772541733	1.623145875	1.60991441	1.6	64.2	15.3	18.9
2.282236809	2.337019753	0.31386722	3.301873878	4.299966845	2.004407364	0.315970345	0.361727836	1.552181339	0.352182518	3.46170257	3.444054169	3.443306806	3.440482446	1.60162548	2.194403326	3.377435573	1.75089392	1.633266411	1.602059991	1.6	64.2	15.3	18.9
2.282214133	2.332034277	0.31386722	3.301129872	4.309197787	2.004321374	0.315970345	0.356025857	1.553276046	0.348304863	3.460440767	3.444054169	3.441295998	3.438849173	1.604442066	2.218719267	3.385075145	1.728272598	1.646991537	1.604873771	1.6	64.2	15.3	18.9
2.282191456	2.333205373	0.31386722	3.297769263	4.312986988	2.004278372	0.31386722	0.354108439	1.554125582	0.344392274	3.457871304	3.444054169	3.440907509	3.440545444	1.607990859	2.217088951	3.390873313	1.738304793	1.667826379	1.623869268	1.6	64.2	15.3	18.9
2.282168778	2.325454086	0.31386722	3.293247612	4.325582157	2.004536318	0.31386722	0.344392274	1.555819683	0.338456494	3.460440767	3.443464829	3.438534438	3.442916979	1.612783857	2.203359302	3.388688985	1.753965866	1.707910666	1.647089429	1.6	64.2	15.3	18.9
2.282146099	2.318439004	0.31386722	3.290206068	4.335410758	2.003977242	0.31386722	0.338456494	1.557025722	0.33243846	3.456636244	3.441695136	3.438143469	3.442916979	1.616790486	2.21732599	3.391651279	1.739097446	1.752662943	1.699577591	1.6	64.2	15.3	18.9
2.282123419	2.30952371	0.311753861	3.295703414	4.348686018	2.004106323	0.31386722	0.328379603	1.558948446	0.326335861	3.455397662	3.441118311	3.436977973	3.442916979	1.619510721	2.200713734	3.396901673	1.768786047	1.804071249	1.744449457	1.6	64.2	15.3	18.9
2.282100737	2.304037902	0.311753861	3.297394981	4.36021594	2.0040633	0.311753861	0.320146286	1.560862695	0.320146286	3.450613947	3.437668134	3.435412723	3.442128429	1.623042434	2.214976235	3.395055421	1.746789832	1.855942946	1.804684515	1.6	64.2	15.3	18.9
2.282078055	2.291168976	0.311753861	3.299452818	4.372805625	2.004106323	0.311753861	0.309630167	1.563243701	0.315970345	3.445775397	3.436528382	3.4331151	3.435693101	1.626853415	2.198547125	3.390873313	1.763502865	1.902220528	1.858897957	1.6	64.2	15.3	18.9
2.282055371	2.286344176	0.309630167	3.311423248	4.381953966	2.004278372	0.309630167	0.303196057	1.567261692	0.311753861	3.43937849	3.432537987	3.432340632	3.432425682	1.62797999	2.176872286	3.391961371	1.794766798	1.947286645	1.916137983	2	84.5		
2.282032686	2.273903666	0.307496038	3.319699294	4.386954246	2.004407364	0.307496038	0.298853076	1.572523098	0.309630167	3.435713803	3.430226677	3.432736857	3.430123451	1.627160952	2.184719815	3.394283534	1.787176992	1.984392279	1.955302823	2	84.5		
2.282009999	2.269863041	0.307496038	3.336821828	4.393820094	2.004321374	0.305351369	0.292256071	1.578295305	0.305351369	3.429702228	3.427375736	3.432736857	3.423974549	1.627570664	2.189714842	3.393355807	1.779018972	1.991536175	1.992420956	2	84.5		
2.281987312	2.243980066	0.303196057	3.349151204	4.391346609	2.004407364	0.301029996	0.294466226	1.58546073	0.303196057	3.42852354	3.426810447	3.432736857	3.418569742	1.62797999	2.178660459	3.390093951	1.789721694	1.984392279	2.010766234	2	84.5		
2.281964623	2.233199242	0.301029996	3.365330712	4.392997163	2.004235366	0.298853076	0.292256071	1.593950295	0.303196057	3.425062827	3.425671139	3.433111896	3.416275946	1.627570664	2.17559878	3.38790569	1.790918195	1.971368637	2.000824377	3.4	36.9	21.1	38.6
2.281941933	2.221909547	0.298853076	3.387382707	4.393193207	2.003934206	0.294466226	0.292256071	1.603901832	0.301029996	3.421478885	3.425671139	3.432730443	3.411047002	1.629205657	2.179925032	3.385547291	1.781683585	1.930031615	1.979275148	3.4	36.9	21.1	38.6
2.281919242	2.198876927	0.294466226	3.402517584	4.394602257	2.003977242	0.290034611	0.292256071	1.613947477	0.301029996	3.416843463	3.42290158	3.43155031	3.409507069	1.629919036	2.182471718	3.379198518	1.76952502	1.871806364	1.937267072	3.4	36.9	21.1	38.6
2.28189655	2.182414652	0.290034611	3.420406322	4.392879424	2.004149342	0.285557309	0.292256071	1.624900602	0.29666519	3.415692679	3.42290158	3.430397591	3.407321208	1.633367445	2.171726454	3.374697034	1.778078862	1.825620825	1.878808932	3.4	36.9	21.1	38.6
2.281873857	2.179810223	0.28780173	3.442448411	4.398531289	2.004149342	0.281033367	0.28780173	1.636086515	0.294466226	3.413351742	3.42290158	3.429243422	3.406577647	1.634880141	2.202896809	3.359406666	1.715083671	1.788309812	1.812311609	3.4	36.9	21.1	38.6
2.281851162	2.163817094	0.283301229	3.468263122	4.405179817	2.004321374	0.276461804	0.281033367	1.647676313	0.290034611	3.412221914	3.422338645	3.429624718	3.405819164	1.634880141	2.195622944	3.351637861	1.714413592	1.756331767	1.781755375	3.4	36.9	21.1	38.6
2.281828467	2.142326883	0.278753601	3.490229653	4.413527583	2.004450353	0.271841607	0.274157849	1.659155281	0.28780173	3.411060487	3.423414642	3.427744077	3.405819164	1.637189422	2.193152437	3.356887851	1.724767246	1.752355804	1.744058166	3.4	36.9	21.1	38.6
2.28180577	2.131040932	0.274157849	3.51090945	4.423842169	2.004579294	0.267171728	0.26245109	1.669409867	0.283301229	3.411060487	3.424502688	3.426202103	3.405819164	1.638988159	2.182956469	3.350443794	1.729812507	1.752355804	1.739730529	3.4	36.9	21.1	38.6
2.281783072	2.131586588	0.269512944	3.529989546	4.435449533	2.004579294	0.264817823	0.250420002	1.679972694	0.276461804	3.40881638	3.423399898	3.424692204	3.408767245	1.638089722	2.167848799	3.345114841	1.743039155	1.77261505	1.742568034	3.4	36.9	21.1	38.6
2.281760372	2.114777732	0.264817823	3.548162076	4.43828581	2.004321374	0.260071388	0.247973266	1.69019608	0.264817823	3.406558914	3.420650394	3.423930372	3.405231922	1.639287226	2.144013466	3.336379672	1.763577724	1.798995734	1.774297938	3.4	36.9	21.1	38.6
2.281737672	2.103050747	0.260071388	3.564083459	4.442085746	2.004493338	0.255272505	0.243038049	1.699317301	0.255272505	3.404349568	3.418993621	3.422778551	3.403748335	1.639984248	2.153540486	3.335498018	1.749349761	1.845532117	1.798926739	3.4	36.9	21.1	38.6
2.28171497	2.084182911	0.257678575	3.576690258	4.445783332	2.004708197	0.252853031	0.238046103	1.706717782	0.243038049	3.400969479	3.415157049	3.42315245	3.404484773	1.640779477	2.124569429	3.327285354	1.777716739	1.901894032	1.848065895	3.4	36.9	21.1	38.6
2.281692267	2.074304344	0.255272505	3.584024622	4.458347265	2.004622266	0.250420002	0.222716471	1.713070326	0.23299611	3.400969479	3.414599025	3.421646696	3.40297287	1.643748685	2.106326912	3.322211022	1.795880017	1.996642991	1.915347062	3.4	36.9	21.1	38.6
2.281669563	2.070960916	0.252853031	3.595317617	4.46414603	2.004278372	0.247973266	0.214843848	1.717920026	0.227886705	3.399865738	3.412425265	3.422399404	3.399266921	1.645716939	2.110522373	3.31689041	1.782759193	2.133219457	2.032900679	3.4	36.9	21.1	38.6
2.281646858	2.05541656	0.250420002	3.60132215	4.478264693	2.004837061	0.245512668	0.195899652	1.722057771	0.220108088	3.40099708	3.413527751	3.42202157	3.399266921	1.648652695	2.10605484	3.311130572	1.78096503	2.252464661	2.185003556	3.4	36.9	21.1	38.6
2.281624151	2.042575512	0.247973266	3.604478778	4.488615433	2.004536318	0.243038049	0.178976947	1.724930914	0.212187604	3.402097954	3.412979375	3.421268206	3.398535452	1.653405491	2.061791639	3.308692442	1.839478047	2.365918322	2.331730893	3.4	36.9	21.1	38.6
2.281601444	2.037665493	0.247973266	3.600948949	4.493621978	2.004235366	0.243038049	0.173186268	1.726808683	0.209515015	3.403196044	3.413519371	3.420816878	3.397788848	1.655234507	2.076203381	3.302822101	1.810837151	2.476063184	2.489986588	3.4	36.9	21.1	38.6
2.281578735	2.045166448	0.247973266	3.605494672	4.492656481	2.004364371	0.243038049	0.173186268	1.72794771	0.201397124	3.405530764	3.413519371	3.420079579	3.398547596	1.659155281	2.103324707	3.294545582	1.762002969	2.562042924	2.645432095	3.4	36.9	21.1	38.6
2.281556025	2.056981037	0.247973266	3.604016418	4.496721995	2.004450353	0.240549248	0.167317335	1.72932681	0.195899652	3.41004295	3.414053675	3.418206797	3.403038118	1.66238002	2.093246531	3.299762179	1.782973995	2.638848524	2.763966783	3.4	36.9	21.1	38.6
2.281533314	2.061075324	0.245512668	3.606324387	4.493746277	2.004278372	0.240549248	0.173186268	1.730782276	0.190331698	3.41004295	3.411348608	3.415977744	3.408855345	1.666611568	2.093246531	3.29783708	1.780317312	2.700876708	2.883922501	3.4	36.9	21.1	38.6
2.281510601	2.069742076	0.245512668	3.602159868	4.491907441	2.004407364	0.240549248	0.176091259	1.732634968	0.193124598	3.411149808	3.411348608	3.413757293	3.410296292	1.669781615	2.120508124	3.298992727	1.744684063	2.742764397	2.981741614	3.4	36.9	21.1	38.6
2.281487888	2.069446084	0.243038049	3.603645526	4.493559677	2.004407364	0.238046103	0.173186268	1.734719842	0.195899652	3.411149808	3.411348608	3.411239111	3.412504227	1.673481697	2.099369826	3.295129286	1.768193962	2.777260033	3.051218144	3.4	36.9	21.1	38.6
2.281465173	2.064794811	0.243038049	3.609719238	4.494554184	2.004493338	0.238046103	0.170261715	1.738225448	0.201397124	3.411149808	3.408100833	3.410498858	3.411047002	1.675595056	2.103632705	3.295710009	1.763128377	2.785699896	3.091695089	2.3	69.3		
2.281442457	2.077040698	0.240549248	3.615439745	4.490060646	2.004536318	0.235528447	0.178976947	1.741309209	0.212187604	3.408845181	3.408100833	3.408306122	3.411047002	1.679700381	2.121986379	3.293572468	1.735359333	2.782200209	3.114324028	2.3	69.3		
2.28141974	2.077331561	0.238046103	3.625865772	4.483773241	2.004493338	0.23299611	0.187520721	1.745074792	0.217483944	3.412342928	3.408633366	3.408306122	3.409532441	1.680335513	2.13001195	3.294739503	1.72607487	2.758775681	3.100018831	2.3	69.3		
2.281397022	2.063896038	0.235528447	3.635531999	4.475451371	2.004665233	0.23299611	0.198657087	1.74888544	0.222716471	3.415812729	3.408633366	3.407941285	3.410270964	1.682054777	2.155427139	3.288479506	1.683677299	2.727240237	3.062025129	2.3	69.3		
2.281374302	2.061075324	0.23299611	3.645997672	4.46244457	2.004665233	0.230448921	0.217483944	1.753429842	0.23299611	3.418021064	3.408087257	3.407941285	3.40951891	1.683767261	2.176872286	3.288282769	1.654850091	2.66965154	3.000434077	2.3	69.3		
2.281351582	2.067591548	0.230448921	3.660222094	4.448035195	2.004364371	0.227886705	0.235528447	1.758381942	0.240549248	3.418021064	3.410228749	3.407207289	3.410982947	1.68645751	2.166015456	3.291426575	1.673481697	2.62248343	2.917930668	2.3	69.3		
2.28132886	2.083323418	0.227886705	3.661359231	4.440541665	2.004536318	0.225309282	0.245512668	1.763128377	0.245512668	3.419135926	3.410772174	3.407565947	3.408000698	1.688063697	2.134272757	3.294157481	1.719579858	2.553482515	2.832055221	2.3	69.3		
2.281306137	2.088313316	0.225309282	3.668920534	4.431985486	2.004450353	0.222716471	0.255272505	1.767675224	0.250420002	3.417961348	3.412398381	3.405395884	3.40951891	1.692053365	2.142076461	3.294739503	1.709948017	2.503491066	2.74122253	2.3	69.3		
2.281283412	2.089481203	0.222716471	3.673994442	4.423037527	2.004321374	0.222716471	0.264817823	1.77151399	0.260071388	3.416781921	3.411321657	3.405395884	3.410270964	1.694078462	2.133985746	3.302631756	1.731427587	2.457654854	2.658431171	2.3	69.3		
2.281260687	2.091244766	0.222716471	3.681109119	4.422304977	2.004493338	0.220108088	0.264817823	1.775100499	0.264817823	3.417929827	3.411321657	3.404669543	3.414140709	1.696356389	2.089516544	3.304154336	1.794209116	2.418616124	2.588125984	4.1	34	21.9	40
2.28123796	2.114510905	0.220108088	3.687955021	4.420909488	2.004493338	0.217483944	0.267171728	1.778223627	0.264817823	3.41910449	3.409185561	3.402171934	3.418781733	1.698361566	2.099991234	3.305671597	1.781827153	2.398113692	2.549959129	4.1	34	21.9	40
2.281215233	2.127590677	0.220108088	3.688717852	4.416101381	2.004450353	0.217483944	0.271841607	1.780317312	0.267171728	3.42141635	3.409185561	3.40073135	3.42479183	1.69966432	2.09075169	3.307185717	1.796643704	2.377615831	2.498076109	4.1	34	21.9	40
2.281192504	2.124341171	0.217483944	3.69167901	4.418807894	2.004493338	0.217483944	0.269512944	1.782759193	0.264817823	3.420277635	3.406483974	3.400375638	3.42786895	1.69966432	2.056104097	3.303394793	1.840043331	2.359645793	2.470131065	4.1	34	21.9	40
2.281169773	2.129722109	0.214843848	3.694018725	4.423586293	2.004493338	0.214843848	0.264817823	1.78518742	0.26245109	3.419135926	3.407574442	3.399277312	3.42786895	1.700270937	2.056752441	3.305104052	1.841547165	2.363235804	2.454280673	4.1	34	21.9	40
2.281147042	2.129174103	0.214843848	3.698362436	4.425774125	2.004278372	0.214843848	0.26245109	1.787743772	0.257678575	3.415676002	3.4064976	3.398913474	3.422699795	1.699924403	2.006123606	3.310381018	1.923865475	2.388225573	2.452231244	4.1	34	21.9	40
2.281124309	2.115344196	0.212187604	3.699627896	4.427190312	2.004751156	0.212187604	0.260071388	1.790073948	0.250420002	3.411100936	3.407026999	3.39962008	3.416660474	1.698970004	1.985965078	3.315227003	1.962606073	2.401503932	2.461153235	4.1	34	21.9	40
2.281101576	2.100473936	0.212187604	3.700666515	4.43288082	2.004493338	0.212187604	0.252853031	1.79190108	0.240549248	3.407593132	3.404869621	3.399976411	3.413502611	1.69966432	1.996949248	3.308880149	1.935658386	2.449416683	2.500085461	4.1	34	21.9	40
2.281078841	2.095308861	0.209515015	3.704798042	4.443414925	2.004407364	0.209515015	0.240549248	1.793720557	0.23299611	3.406449906	3.405399299	3.400693375	3.40880452	1.699317301	2.018409207	3.300145306	1.890029586	2.500990756	2.547196081	4.1	34	21.9	40
2.281056105	2.079145053	0.209515015	3.711717831	4.454347194	2.004579294	0.209515015	0.227886705	1.795393335	0.225309282	3.403084472	3.402708347	3.399623541	3.407309307	1.701222484	2.027512692	3.301676613	1.878866337	2.545146237	2.601223169	4.1	34	21.9	40
2.281033367	2.075510465	0.209515015	3.717175192	4.464412339	2.004708197	0.209515015	0.214843848	1.796713063	0.214843848	3.403196044	3.403792899	3.398551065	3.406589568	1.702861171	2.052347599	3.295322947	1.83384805	2.612995656	2.68735057	4.1	34	21.9	40
2.281010629	2.067888807	0.206825876	3.721718308	4.476164609	2.004536318	0.206825876	0.198657087	1.797821311	0.209515015	3.402097954	3.403792899	3.397493324	3.408063497	1.705436047	2.05709529	3.292794174	1.823604628	2.680163212	2.788726795	4.1	34	21.9	40
2.280987889	2.052578525	0.206825876	3.725724649	4.486090278	2.004493338	0.206825876	0.184691431	1.798857732	0.204119983	3.399865738	3.404862783	3.39713495	3.406538477	1.705093611	2.030397301	3.292794174	1.861713588	2.764303188	2.911003047	4.1	34	21.9	40
2.280965148	2.044186851	0.206825876	3.730249171	4.492375638	2.004622266	0.204119983	0.173186268	1.800235789	0.198657087	3.39762025	3.40433245	3.395349112	3.402233862	1.707655324	2.060433407	3.28709823	1.810904281	2.849026098	3.056836273	4.1	34	21.9	40
2.280942406	2.034668556	0.204119983	3.736163754	4.493715345	2.004536318	0.201397124	0.173186268	1.802157753	0.190331698	3.39762025	3.404855944	3.396066771	3.400049025	1.704836606	2.088879956	3.286703413	1.770999205	2.930342734	3.266488057	4.1	34	21.9	40
2.280919663	2.034026524	0.204119983	3.736846501	4.494336904	2.004579294	0.201397124	0.170261715	1.804275767	0.187520721	3.396507953	3.401169545	3.395712455	3.400777951	1.70612011	2.059108818	3.289660289	1.816307599	2.992831766	3.47868335	5.2	13.4	27	54.4
2.280896918	2.01321654	0.201397124	3.742335427	4.494305875	2.004536318	0.198657087	0.170261715	1.806451323	0.187520721	3.394358858	3.399062511	3.396419055	3.396415568	1.704836606	2.070665753	3.287295504	1.796921075	3.050139919	3.693130484	5.2	13.4	27	54.4
2.280874173	1.989583289	0.201397124	3.749482001	4.496103842	2.004922949	0.195899652	0.167317335	1.808818425	0.187520721	3.394358858	3.396398135	3.395356102	3.390626048	1.706376356	2.060131	3.278110827	1.798788714	3.092064147	3.878091309	5.2	13.4	27	54.4
2.280851426	1.950267468	0.198657087	3.760535566	4.49296813	2.004493338	0.193124598	0.173186268	1.811776022	0.187520721	3.393266262	3.395335131	3.396061537	3.389927647	1.70612011	2.084147133	3.283525104	1.773127924	3.12124131	3.96450665	5.2	13.4	27	54.4
2.280828678	1.937618179	0.195899652	3.777568906	4.494802629	2.004278372	0.190331698	0.170261715	1.81517913	0.184691431	3.393266262	3.392712777	3.393940033	3.38778834	1.709269961	2.070037867	3.278312225	1.785401025	3.139290187	4.031269872	5.2	13.4	27	54.4
2.280805928	1.918082785	0.193124598	3.787998581	4.497524528	2.004235366	0.187520721	0.167317335	1.8192148	0.181843588	3.391099261	3.392197315	3.393940033	3.384138275	1.709609121	2.055760465	3.276696122	1.802910489	3.158262955	4.074050999	5.2	13.4	27	54.4
2.280783178	1.894426838	0.190331698	3.800133963	4.499892087	2.004407364	0.181843588	0.161368002	1.823995591	0.181843588	3.390053265	3.391677716	3.392879776	3.383429354	1.711216524	2.040641892	3.272424146	1.818093869	3.165846518	4.097726067	5.2	13.4	27	54.4
2.280760426	1.847510965	0.187520721	3.812855892	4.501667123	2.004493338	0.178976947	0.158362492	1.828917562	0.178976947	3.385783172	3.389624953	3.392529885	3.384127515	1.711807229	2.060773363	3.272013432	1.789439685	3.169853639	4.100072986	5.2	13.4	27	54.4
2.280737674	1.789086915	0.181843588	3.824770611	4.509505885	2.004579294	0.176091259	0.146128036	1.834039018	0.173186268	3.383634073	3.387537533	3.390424599	3.382062092	1.713994268	2.055760465	3.276087092	1.802089258	3.169071645	4.154968098	5.2	13.4	27	54.4
2.280714919	1.776628553	0.178976947	3.839070587	4.51389263	2.004536318	0.170261715	0.139879086	1.838974955	0.170261715	3.380346938	3.387024794	3.390078031	3.378654041	1.716253826	2.025346835	3.278312225	1.848127511	3.167518186	4.232150827	5.2	13.4	27	54.4
2.280692164	1.773567049	0.176091259	3.854061189	4.514130125	2.004708197	0.167317335	0.136720567	1.843170465	0.167317335	3.380346938	3.386509667	3.386962441	3.376562359	1.72057272	1.985965078	3.272424146	1.897021956	3.167098655	4.325552811	5.2	13.4	27	54.4
2.280669408	1.749968084	0.173186268	3.866533074	4.518823232	2.00479411	0.164352856	0.130333768	1.847140617	0.161368002	3.378274318	3.384962397	3.385221851	3.373781561	1.723619836	2.012119836	3.2679012	1.852174904	3.171504132	4.402031188	5.2	13.4	27	54.4
2.28064665	1.76064862	0.170261715	3.876041084	4.521544979	2.004235366	0.161368002	0.123851641	1.850646235	0.155336037	3.378274318	3.383463481	3.38313288	3.371666222	1.72582999	2.007235538	3.271604654	1.864570407	3.176068096	4.469575797	5.2	13.4	27	54.4
2.280623892	1.761927838	0.167317335	3.884423761	4.520581123	2.004321374	0.158362492	0.127104798	1.853759033	0.152288344	3.377222445	3.38194135	3.382098127	3.373066555	1.728516105	2.013595524	3.27770775	1.864154956	3.181997849	4.53591865	5.2	13.4	27	54.4
2.280601132	1.758154622	0.164352856	3.889300021	4.521661538	2.004837061	0.155336037	0.123851641	1.856487213	0.149219113	3.37616619	3.379914372	3.379689775	3.373737482	1.731266349	1.999261071	3.274868771	1.88098499	3.194228418	4.547501001	5.2	13.4	27	54.4
2.28057837	1.758154622	0.164352856	3.889875712	4.526620573	2.004837061	0.155336037	0.113943352	1.858717615	0.149219113	3.372983766	3.377879709	3.379350849	3.373737482	1.731588765	1.998869364	3.273852812	1.880070084	3.185884809	4.508542108	5.2	13.4	27	54.4
2.280555608	1.738939031	0.161368002	3.895164987	4.526620573	2.004751156	0.152288344	0.113943352	1.860397905	0.152288344	3.374022082	3.37685788	3.378323392	3.371751107	1.733357788	2.022098297	3.270988437	1.842297134	3.192818257	4.446258265	5.2	13.4	27	54.4
2.280532844	1.748653093	0.161368002	3.89729162	4.527225703	2.005180513	0.152288344	0.113943352	1.86165387	0.152288344	3.372983766	3.374900414	3.376963635	3.369069212	1.735758537	2.001171015	3.273036014	1.875524264	3.191202216	4.35678645	5.2	13.4	27	54.4
2.28051008	1.742175043	0.161368002	3.900671847	4.526389813	2.005180513	0.149219113	0.113943352	1.86266795	0.152288344	3.372983766	3.373401229	3.375266625	3.36696432	1.737590166	1.971878617	3.274056194	1.920697134	3.183164461	4.191478122	5.2	13.4	27	54.4
2.280487314	1.709778602	0.158362492	3.903701369	4.524829162	2.004922949	0.149219113	0.117271296	1.863560765	0.155336037	3.372983766	3.371915295	3.374592558	3.36628284	1.740204736	1.985201858	3.269963349	1.894537585	3.176105735	4.034091974	5.2	13.4	27	54.4
2.280464547	1.720159303	0.158362492	3.907677338	4.52358234	2.004751156	0.149219113	0.120573931	1.864629725	0.155336037	3.374022082	3.370422409	3.373577656	3.364905415	1.74225367	1.954339009	3.279119169	1.95559155	3.183434987	3.925306934	5.2	13.4	27	54.4
